ERR1740126,[2021-07-01 22:30:07.106] [jointLog] [info] Mapping rate = 0.265154%
ERR1740127,[2021-07-01 22:38:36.167] [jointLog] [info] Mapping rate = 0.307333%
ERR1740130,[2021-07-01 22:35:11.920] [jointLog] [info] Mapping rate = 0.288967%
ERR1740133,[2021-07-01 22:45:43.514] [jointLog] [info] Mapping rate = 0.267038%
ERR1740138,[2021-07-01 22:30:39.284] [jointLog] [info] Mapping rate = 0.381698%
ERR550386,[2021-07-01 22:34:48.833] [jointLog] [info] Mapping rate = 10.1271%
ERR550396,[2021-07-01 22:35:29.280] [jointLog] [info] Mapping rate = 13.6796%
ERR550403,[2021-07-01 22:34:44.391] [jointLog] [info] Mapping rate = 0.407139%
ERR550404,[2021-07-01 22:46:04.308] [jointLog] [info] Mapping rate = 0.281304%
ERR550521,
